chr	start	end	Gene	Genomic coordinates (hg19)	GC	meanMappability	Mim Number	MIM Phenotypes	MIM Inheritance
chr4	144922338	144922436	GYPB	chr4:144922338-144922436	0.404040404	0.557823	111740	"[Blood group, Ss] (3)/ {Malaria, resistance to}, 611162 (3)"	
chr4	144940404	144940440	GYPB	chr4:144940404-144940440	0.243243243	0.444444	111740	"[Blood group, Ss] (3)/ {Malaria, resistance to}, 611162 (3)"	
chr4	145041643	145041741	GYPA	chr4:145041643-145041741	0.393939394	0.664966	111300	"[Blood group, MN] (3)/ {Malaria, resistance to}, 611162 (3)"	
chr4	145061752	145061788	GYPA	chr4:145061752-145061788	0.243243243	0.444444	111300	"[Blood group, MN] (3)/ {Malaria, resistance to}, 611162 (3)"	
chr5	223597	223683	SDHA	chr5:223597-223683	0.471264368	0.748062	600857	"Cardiomyopathy, dilated, 1GG, 613642 (3)/ Leigh syndrome, 256000 (3)/ Mitochondrial respiratory chain complex II deficiency, 252011 (3)/ Paragangliomas 5, 614165 (3)"	"/AR, Mitochondrial/AR/AD"
chr5	224475	224636	SDHA	chr5:224475-224636	0.50617284	0.737578	600857	"Cardiomyopathy, dilated, 1GG, 613642 (3)/ Leigh syndrome, 256000 (3)/ Mitochondrial respiratory chain complex II deficiency, 252011 (3)/ Paragangliomas 5, 614165 (3)"	"/AR, Mitochondrial/AR/AD"
chr5	233592	233760	SDHA	chr5:233592-233760	0.526627219	0.734127	600857	"Cardiomyopathy, dilated, 1GG, 613642 (3)/ Leigh syndrome, 256000 (3)/ Mitochondrial respiratory chain complex II deficiency, 252011 (3)/ Paragangliomas 5, 614165 (3)"	"/AR, Mitochondrial/AR/AD"
chr5	236543	236714	SDHA	chr5:236543-236714	0.627906977	0.705653	600857	"Cardiomyopathy, dilated, 1GG, 613642 (3)/ Leigh syndrome, 256000 (3)/ Mitochondrial respiratory chain complex II deficiency, 252011 (3)/ Paragangliomas 5, 614165 (3)"	"/AR, Mitochondrial/AR/AD"
chr5	240473	240591	SDHA	chr5:240473-240591	0.428571429	0.512006	600857	"Cardiomyopathy, dilated, 1GG, 613642 (3)/ Leigh syndrome, 256000 (3)/ Mitochondrial respiratory chain complex II deficiency, 252011 (3)/ Paragangliomas 5, 614165 (3)"	"/AR, Mitochondrial/AR/AD"
chr5	251107	251218	SDHA	chr5:251107-251218	0.508928571	0.703453	600857	"Cardiomyopathy, dilated, 1GG, 613642 (3)/ Leigh syndrome, 256000 (3)/ Mitochondrial respiratory chain complex II deficiency, 252011 (3)/ Paragangliomas 5, 614165 (3)"	"/AR, Mitochondrial/AR/AD"
chr5	254508	254621	SDHA	chr5:254508-254621	0.552631579	0.418142	600857	"Cardiomyopathy, dilated, 1GG, 613642 (3)/ Leigh syndrome, 256000 (3)/ Mitochondrial respiratory chain complex II deficiency, 252011 (3)/ Paragangliomas 5, 614165 (3)"	"/AR, Mitochondrial/AR/AD"
chr5	60241083	60241209	NDUFAF2	chr5:60241083-60241209	0.527559055	0.718254	609653	"Leigh syndrome, 256000 (3)/ Mitochondrial complex I deficiency, 252010 (3)"	"AR, Mitochondrial/AR, XLD, Mitochondrial"
chr5	60448531	60448782	NDUFAF2	chr5:60448531-60448782	0.420634921	0.707171	609653	"Leigh syndrome, 256000 (3)/ Mitochondrial complex I deficiency, 252010 (3)"	"AR, Mitochondrial/AR, XLD, Mitochondrial"
chr5	68830521	68830666	OCLN	chr5:68830521-68830666	0.47260274	0.5	602876	"Pseudo-TORCH syndrome 1, 251290 (3)"	AR
chr5	68840731	68840946	OCLN	chr5:68840731-68840946	0.513888889	0.581395	602876	"Pseudo-TORCH syndrome 1, 251290 (3)"	AR
chr5	68843757	68843928	OCLN	chr5:68843757-68843928	0.377906977	0.5	602876	"Pseudo-TORCH syndrome 1, 251290 (3)"	AR
chr5	68847371	68847412	OCLN	chr5:68847371-68847412	0.452380952	0.5	602876	"Pseudo-TORCH syndrome 1, 251290 (3)"	AR
chr5	68849397	68849498	OCLN	chr5:68849397-68849498	0.352941176	0.673267	602876	"Pseudo-TORCH syndrome 1, 251290 (3)"	AR
chr5	69345513	69345593	SMN2	chr5:69345513-69345593	0.716049383	0.5	601627	"{Spinal muscular atrophy, type III, modifier of}, 253400 (3)"	AR
chr5	69359242	69359313	SMN2	chr5:69359242-69359313	0.375	0.5	601627	"{Spinal muscular atrophy, type III, modifier of}, 253400 (3)"	AR
chr5	69361792	69361911	SMN2	chr5:69361792-69361911	0.375	0.5	601627	"{Spinal muscular atrophy, type III, modifier of}, 253400 (3)"	AR
chr5	69362761	69362961	SMN2	chr5:69362761-69362961	0.39800995	0.5	601627	"{Spinal muscular atrophy, type III, modifier of}, 253400 (3)"	AR
chr5	69363121	69363273	SMN2	chr5:69363121-69363273	0.470588235	0.5	601627	"{Spinal muscular atrophy, type III, modifier of}, 253400 (3)"	AR
chr5	69365062	69365157	SMN2	chr5:69365062-69365157	0.572916667	0.5	601627	"{Spinal muscular atrophy, type III, modifier of}, 253400 (3)"	AR
chr5	69366468	69366578	SMN2	chr5:69366468-69366578	0.405405405	0.5	601627	"{Spinal muscular atrophy, type III, modifier of}, 253400 (3)"	AR
chr5	69372348	69372398	SMN2	chr5:69372348-69372398	0.31372549	0.55	601627	"{Spinal muscular atrophy, type III, modifier of}, 253400 (3)"	AR
chr5	70220931	70221011	SMN1	chr5:70220931-70221011	0.716049383	0.5	600354	"Spinal muscular atrophy-1, 253300 (3)/ Spinal muscular atrophy-2, 253550 (3)/ Spinal muscular atrophy-3, 253400 (3)/ Spinal muscular atrophy-4, 271150 (3)"	AR
chr5	70234666	70234737	SMN1	chr5:70234666-70234737	0.375	0.5	600354	"Spinal muscular atrophy-1, 253300 (3)/ Spinal muscular atrophy-2, 253550 (3)/ Spinal muscular atrophy-3, 253400 (3)/ Spinal muscular atrophy-4, 271150 (3)"	AR
chr5	70237216	70237335	SMN1	chr5:70237216-70237335	0.375	0.5	600354	"Spinal muscular atrophy-1, 253300 (3)/ Spinal muscular atrophy-2, 253550 (3)/ Spinal muscular atrophy-3, 253400 (3)/ Spinal muscular atrophy-4, 271150 (3)"	AR
chr5	70238185	70238385	SMN1	chr5:70238185-70238385	0.39800995	0.5	600354	"Spinal muscular atrophy-1, 253300 (3)/ Spinal muscular atrophy-2, 253550 (3)/ Spinal muscular atrophy-3, 253400 (3)/ Spinal muscular atrophy-4, 271150 (3)"	AR
chr5	70238545	70238697	SMN1	chr5:70238545-70238697	0.470588235	0.5	600354	"Spinal muscular atrophy-1, 253300 (3)/ Spinal muscular atrophy-2, 253550 (3)/ Spinal muscular atrophy-3, 253400 (3)/ Spinal muscular atrophy-4, 271150 (3)"	AR
chr5	70240485	70240580	SMN1	chr5:70240485-70240580	0.572916667	0.5	600354	"Spinal muscular atrophy-1, 253300 (3)/ Spinal muscular atrophy-2, 253550 (3)/ Spinal muscular atrophy-3, 253400 (3)/ Spinal muscular atrophy-4, 271150 (3)"	AR
chr5	70241893	70242003	SMN1	chr5:70241893-70242003	0.405405405	0.5	600354	"Spinal muscular atrophy-1, 253300 (3)/ Spinal muscular atrophy-2, 253550 (3)/ Spinal muscular atrophy-3, 253400 (3)/ Spinal muscular atrophy-4, 271150 (3)"	AR
chr5	70247768	70247818	SMN1	chr5:70247768-70247818	0.333333333	0.55	600354	"Spinal muscular atrophy-1, 253300 (3)/ Spinal muscular atrophy-2, 253550 (3)/ Spinal muscular atrophy-3, 253400 (3)/ Spinal muscular atrophy-4, 271150 (3)"	AR
chr5	79924906	79924984	DHFR	chr5:79924906-79924984	0.367088608	0.654915	126060	"Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3)"	AR
chr5	79929696	79929811	DHFR	chr5:79929696-79929811	0.379310345	0.578986	126060	"Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3)"	AR
chr5	79933702	79933828	DHFR	chr5:79933702-79933828	0.393700787	0.634921	126060	"Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3)"	AR
chr5	79945208	79945313	DHFR	chr5:79945208-79945313	0.386792453	0.634127	126060	"Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3)"	AR
chr5	79950223	79950308	DHFR	chr5:79950223-79950308	0.604651163	0.492157	126060	"Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3)"	AR
chr5	81571928	81572074	RPS23	chr5:81571928-81572074	0.421768707	0.58847	603683	"Brachycephaly, trichomegaly, and developmental delay, 617412 (3)"	AD
chr5	81572217	81572337	RPS23	chr5:81572217-81572337	0.438016529	0.741667	603683	"Brachycephaly, trichomegaly, and developmental delay, 617412 (3)"	AD
chr5	125918543	125918666	ALDH7A1	chr5:125918543-125918666	0.435483871	0.634146	107323	"Epilepsy, pyridoxine-dependent, 266100 (3)"	AR
chr5	149827148	149827296	RPS14	chr5:149827148-149827296	0.469798658	0.708333	130620	"Macrocytic anemia, refractory, due to 5q deletion, somatic, 153550 (3)"	
chr5	170814953	170815010	NPM1	chr5:170814953-170815010	0.517241379	0.561404	164040	"Leukemia, acute myeloid, somatic, 601626 (3)"	
chr5	170817055	170817134	NPM1	chr5:170817055-170817134	0.3625	0.595992	164040	"Leukemia, acute myeloid, somatic, 601626 (3)"	
chr5	170818309	170818428	NPM1	chr5:170818309-170818428	0.441666667	0.518908	164040	"Leukemia, acute myeloid, somatic, 601626 (3)"	
chr5	170818710	170818803	NPM1	chr5:170818710-170818803	0.478723404	0.549283	164040	"Leukemia, acute myeloid, somatic, 601626 (3)"	
chr5	170819714	170819820	NPM1	chr5:170819714-170819820	0.504672897	0.419811	164040	"Leukemia, acute myeloid, somatic, 601626 (3)"	
chr5	170827157	170827214	NPM1	chr5:170827157-170827214	0.379310345	0.748538	164040	"Leukemia, acute myeloid, somatic, 601626 (3)"	
chr5	170827843	170827929	NPM1	chr5:170827843-170827929	0.356321839	0.406977	164040	"Leukemia, acute myeloid, somatic, 601626 (3)"	
chr5	170832306	170832407	NPM1	chr5:170832306-170832407	0.343137255	0.502475	164040	"Leukemia, acute myeloid, somatic, 601626 (3)"	
chr5	170834704	170834778	NPM1	chr5:170834704-170834778	0.44	0.75	164040	"Leukemia, acute myeloid, somatic, 601626 (3)"	
chr5	170837531	170837569	NPM1	chr5:170837531-170837569	0.435897436	0.157895	164040	"Leukemia, acute myeloid, somatic, 601626 (3)"	
chr5	177580492	177580561	NHP2	chr5:177580492-177580561	0.485714286	0.690821	606470;606470	"Dyskeratosis congenita, AR 2, 613987 (3);Dyskeratosis congenita, AR 2, 613987 (3)"	AR;AR
chr6	3154097	3155157	TUBB2A	chr6:3154097-3155157	0.628652215	0.412343	615101	"Cortical dysplasia, complex, with other brain malformations 5, 615763 (3)"	AD
chr6	3156278	3156386	TUBB2A	chr6:3156278-3156386	0.52293578	0.5	615101	"Cortical dysplasia, complex, with other brain malformations 5, 615763 (3)"	AD
chr6	3224985	3226045	TUBB2B	chr6:3224985-3226045	0.632422243	0.376022	612850	"Cortical dysplasia, complex, with other brain malformations 7, 610031 (3)"	AD
chr6	5187029	5187214	LYRM4	chr6:5187029-5187214	0.510752688	0.504054	613311	"?Combined oxidative phosphorylation deficiency 19, 615595 (3)"	AR
chr6	34210489	34210572	HMGA1	chr6:34210489-34210572	0.595238095	0.720884	600701	"{Diabetes mellitus, noninsulin-dependent, susceptibility to}, 125853 (3)"	AD
chr6	34386146	34386201	RPS10	chr6:34386146-34386201	0.589285714	0.618182	603632	"Diamond-Blackfan anemia 9, 613308 (3)"	AD
chr6	34389507	34389584	RPS10	chr6:34389507-34389584	0.58974359	0.705628	603632	"Diamond-Blackfan anemia 9, 613308 (3)"	AD
chr6	34392446	34392617	RPS10	chr6:34392446-34392617	0.552325581	0.331871	603632	"Diamond-Blackfan anemia 9, 613308 (3)"	AD
chr6	34392849	34392998	RPS10	chr6:34392849-34392998	0.493333333	0.211409	603632	"Diamond-Blackfan anemia 9, 613308 (3)"	AD
chr6	108192908	108193051	SEC63	chr6:108192908-108193051	0.472222222	0.734266	608648	"Polycystic liver disease 2, 617004 (3)"	AD
chr6	108194012	108194116	SEC63	chr6:108194012-108194116	0.419047619	0.663462	608648	"Polycystic liver disease 2, 617004 (3)"	AD
chr6	108204192	108204350	SEC63	chr6:108204192-108204350	0.383647799	0.721519	608648	"Polycystic liver disease 2, 617004 (3)"	AD
chr6	117996834	117997248	NUS1	chr6:117996834-117997248	0.686746988	0.522142	610463	"?Congenital disorder of glycosylation, type 1aa, 617082 (3)"	AR
chr6	118014205	118014330	NUS1	chr6:118014205-118014330	0.30952381	0.448	610463	"?Congenital disorder of glycosylation, type 1aa, 617082 (3)"	AR
chr6	118015194	118015343	NUS1	chr6:118015194-118015343	0.426666667	0.734899	610463	"?Congenital disorder of glycosylation, type 1aa, 617082 (3)"	AR
chr6	118024768	118024867	NUS1	chr6:118024768-118024867	0.44	0.671717	610463	"?Congenital disorder of glycosylation, type 1aa, 617082 (3)"	AR
chr6	118028088	118028178	NUS1	chr6:118028088-118028178	0.472527473	0.580556	610463	"?Congenital disorder of glycosylation, type 1aa, 617082 (3)"	AR
chr6	161123337	161123385	PLG	chr6:161123337-161123385	0.326530612	0.0729167	173350	"Dysplasminogenemia, 217090 (3)/ Plasminogen deficiency, type I, 217090 (3)"	AR
chr6	161128732	161128838	PLG	chr6:161128732-161128838	0.355140187	0.59434	173350	"Dysplasminogenemia, 217090 (3)/ Plasminogen deficiency, type I, 217090 (3)"	AR
chr6	161132109	161132223	PLG	chr6:161132109-161132223	0.452173913	0.585526	173350	"Dysplasminogenemia, 217090 (3)/ Plasminogen deficiency, type I, 217090 (3)"	AR
chr6	161173932	161174093	PLG	chr6:161173932-161174093	0.450617284	0.493789	173350	"Dysplasminogenemia, 217090 (3)/ Plasminogen deficiency, type I, 217090 (3)"	AR
chr7	5567379	5567522	ACTB	chr7:5567379-5567522	0.590277778	0.695804	102630	"Baraitser-Winter syndrome 1, 243310 (3)/ ?Dystonia, juvenile-onset, 607371 (3)"	AD
chr7	5567635	5567816	ACTB	chr7:5567635-5567816	0.549450549	0.674033	102630	"Baraitser-Winter syndrome 1, 243310 (3)/ ?Dystonia, juvenile-onset, 607371 (3)"	AD
chr7	5568792	5569031	ACTB	chr7:5568792-5569031	0.6125	0.691074	102630	"Baraitser-Winter syndrome 1, 243310 (3)/ ?Dystonia, juvenile-onset, 607371 (3)"	AD
chr7	5770346	5770448	RNF216	chr7:5770346-5770448	0.398058252	0.5	609948	"Cerebellar ataxia and hypogonadotropic hypogonadism, 212840 (3)"	AR
chr7	5800634	5800700	RNF216	chr7:5800634-5800700	0.432835821	0.613636	609948	"Cerebellar ataxia and hypogonadotropic hypogonadism, 212840 (3)"	AR
chr7	6013030	6013173	PMS2	chr7:6013030-6013173	0.520833333	0.5	600259	"Colorectal cancer, hereditary nonpolyposis, type 4, 614337 (3)/ Mismatch repair cancer syndrome, 276300 (3)"	/AR
chr7	6017219	6017388	PMS2	chr7:6017219-6017388	0.552941176	0.60355	600259	"Colorectal cancer, hereditary nonpolyposis, type 4, 614337 (3)/ Mismatch repair cancer syndrome, 276300 (3)"	/AR
chr7	6018227	6018327	PMS2	chr7:6018227-6018327	0.326732673	0.61	600259	"Colorectal cancer, hereditary nonpolyposis, type 4, 614337 (3)/ Mismatch repair cancer syndrome, 276300 (3)"	/AR
chr7	6022455	6022622	PMS2	chr7:6022455-6022622	0.452380952	0.5	600259	"Colorectal cancer, hereditary nonpolyposis, type 4, 614337 (3)/ Mismatch repair cancer syndrome, 276300 (3)"	/AR
chr7	6043321	6043423	PMS2	chr7:6043321-6043423	0.466019417	0.611111	600259	"Colorectal cancer, hereditary nonpolyposis, type 4, 614337 (3)/ Mismatch repair cancer syndrome, 276300 (3)"	/AR
chr7	6043603	6043689	PMS2	chr7:6043603-6043689	0.379310345	0.633721	600259	"Colorectal cancer, hereditary nonpolyposis, type 4, 614337 (3)/ Mismatch repair cancer syndrome, 276300 (3)"	/AR
chr7	6045523	6045662	PMS2	chr7:6045523-6045662	0.464285714	0.589928	600259	"Colorectal cancer, hereditary nonpolyposis, type 4, 614337 (3)/ Mismatch repair cancer syndrome, 276300 (3)"	/AR
chr7	6426843	6426914	RAC1	chr7:6426843-6426914	0.402777778	0.676056	602048	"Mental retardation, AD 48, 617751 (3)"	AD
chr7	6431555	6431672	RAC1	chr7:6431555-6431672	0.43220339	0.605413	602048	"Mental retardation, AD 48, 617751 (3)"	AD
chr7	6439757	6439819	RAC1	chr7:6439757-6439819	0.396825397	0.733871	602048	"Mental retardation, AD 48, 617751 (3)"	AD
chr7	6441499	6441658	RAC1	chr7:6441499-6441658	0.5	0.66457	602048	"Mental retardation, AD 48, 617751 (3)"	AD
chr7	6441947	6442077	RAC1	chr7:6441947-6442077	0.549618321	0.626923	602048	"Mental retardation, AD 48, 617751 (3)"	AD
chr7	25163320	25163468	CYCS	chr7:25163320-25163468	0.395973154	0.595721	123970	"Thrombocytopenia 4, 612004 (3)"	AD
chr7	25163570	25163738	CYCS	chr7:25163570-25163738	0.485207101	0.653274	123970	"Thrombocytopenia 4, 612004 (3)"	AD
chr7	33055282	33055482	NT5C3	chr7:33055282-33055482	0.36318408	0.7275	606224	"Anemia, hemolytic, due to UMPH1 deficiency, 266120 (3)"	AR
chr7	33102180	33102332	NT5C3	chr7:33102180-33102332	0.666666667	0.724781	606224	"Anemia, hemolytic, due to UMPH1 deficiency, 266120 (3)"	AR
chr7	33134846	33135044	RP9	chr7:33134846-33135044	0.376884422	0.596801	607331	"?Retinitis pigmentosa 9, 180104 (3)"	AD
chr7	35242042	35242382	TBX20	chr7:35242042-35242382	0.527859238	0.614706	606061	"Atrial septal defect 4, 611363 (3)"	
chr7	35271116	35271192	TBX20	chr7:35271116-35271192	0.441558442	0.703947	606061	"Atrial septal defect 4, 611363 (3)"	
chr7	35280491	35280649	TBX20	chr7:35280491-35280649	0.402515723	0.743671	606061	"Atrial septal defect 4, 611363 (3)"	
chr7	44558185	44558265	NPC1L1	chr7:44558185-44558265	0.530864198	0.553125	608010	"[Ezetimibe, nonresponse to] (3)"	
chr7	56079455	56079562	PSPH	chr7:56079455-56079562	0.407407407	0.668224	172480	"Phosphoserine phosphatase deficiency, 614023 (3)"	AR
chr7	56084927	56085072	PSPH	chr7:56084927-56085072	0.424657534	0.618391	172480	"Phosphoserine phosphatase deficiency, 614023 (3)"	AR
chr7	56171919	56172168	CHCHD2	chr7:56171919-56172168	0.644	0.5666	616244	"Parkinson disease 22, AD, 616710 (3)"	
chr7	56174057	56174106	CHCHD2	chr7:56174057-56174106	0.74	0.704082	616244	"Parkinson disease 22, AD, 616710 (3)"	
chr7	65429310	65429445	GUSB	chr7:65429310-65429445	0.441176471	0.62963	611499	"Mucopolysaccharidosis VII, 253220 (3)"	AR
chr7	66456124	66456288	SBDS	chr7:66456124-66456288	0.406060606	0.734756	607444	"{Aplastic anemia, susceptibility to}, 609135 (3)/ Shwachman-Diamond syndrome, 260400 (3)"	/AR
chr7	74188379	74188450	NCF1	chr7:74188379-74188450	0.583333333	0.333333	608512	"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3)"	AR
chr7	74191613	74191693	NCF1	chr7:74191613-74191693	0.543209877	0.341667	608512	"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3)"	AR
chr7	74193428	74193503	NCF1	chr7:74193428-74193503	0.486842105	0.333333	608512	"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3)"	AR
chr7	74193603	74193768	NCF1	chr7:74193603-74193768	0.638554217	0.677778	608512	"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3)"	AR
chr7	74195126	74195181	NCF1	chr7:74195126-74195181	0.482142857	0.357576	608512	"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3)"	AR
chr7	74197282	74197404	NCF1	chr7:74197282-74197404	0.62601626	0.572404	608512	"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3)"	AR
chr7	74197868	74197975	NCF1	chr7:74197868-74197975	0.583333333	0.551402	608512	"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3)"	AR
chr7	74199528	74199645	NCF1	chr7:74199528-74199645	0.601694915	0.383191	608512	"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3)"	AR
chr7	74202328	74202432	NCF1	chr7:74202328-74202432	0.638095238	0.410256	608512	"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3)"	AR
chr7	74202903	74203048	NCF1	chr7:74202903-74203048	0.726027397	0.426437	608512	"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3)"	AR
chr7	74203383	74203504	NCF1	chr7:74203383-74203504	0.704918033	0.333333	608512	"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3)"	AR
chr7	75933301	75933490	HSPB1	chr7:75933301-75933490	0.642105263	0.630511	602195	"Charcot-Marie-Tooth disease, axonal, type 2F, 606595 (3)/ Neuropathy, distal hereditary motor, type IIB, 608634 (3)"	AD
chr7	76063355	76063472	ZP3	chr7:76063355-76063472	0.5	0.5	182889	"Oocyte maturation defect 3, 617712 (3)"	AD
chr7	76069567	76069658	ZP3	chr7:76069567-76069658	0.52173913	0.648352	182889	"Oocyte maturation defect 3, 617712 (3)"	AD
chr7	76071159	76071373	ZP3	chr7:76071159-76071373	0.576744186	0.5	182889	"Oocyte maturation defect 3, 617712 (3)"	AD
chr7	87031412	87031618	ABCB4	chr7:87031412-87031618	0.512077295	0.691748	171060	"Cholestasis, intrahepatic, of pregnancy, 3, 614972 (3)/ Cholestasis, progressive familial intrahepatic 3, 602347 (3)/ Gallbladder disease 1, 600803 (3)"	"AR, AD/AR/AR, AD"
chr7	87133559	87133765	ABCB1	chr7:87133559-87133765	0.52173913	0.691748	171050	"{Colchicine resistance}, 120080 (3)/ {Inflammatory bowel disease 13}, 612244 (3)"	
chr7	94227242	94227316	SGCE	chr7:94227242-94227316	0.613333333	0.468468	604149	"Dystonia-11, myoclonic, 159900 (3)"	AD
chr7	99277449	99277519	CYP3A5	chr7:99277449-99277519	0.549295775	0.688095	605325	"{Hypertension, salt-sensitive essential, susceptibility to}, 145500 (3)"	Multifactorial
chr7	99780346	99780462	STAG3	chr7:99780346-99780462	0.495726496	0.576149	608489	"Premature ovarian failure 8, 615723 (3)"	AR
chr7	99783823	99783919	STAG3	chr7:99783823-99783919	0.432989691	0.723958	608489	"Premature ovarian failure 8, 615723 (3)"	AR
chr7	99794779	99794902	STAG3	chr7:99794779-99794902	0.443548387	0.25	608489	"Premature ovarian failure 8, 615723 (3)"	AR
chr7	99811630	99811638	STAG3	chr7:99811630-99811638	0.333333333	0.5	608489	"Premature ovarian failure 8, 615723 (3)"	AR
chr7	117188695	117188877	CFTR	chr7:117188695-117188877	0.387978142	0.527473	602421	"{Bronchiectasis with or without elevated sweat chloride 1, modifier of}, 211400 (3)/ Congenital bilateral absence of vas deferens, 277180 (3)/ Cystic fibrosis, 219700 (3)/ {Hypertrypsinemia, neonatal} (3)/ {Pancreatitis, idiopathic}, 167800 (3)/ Sweat chloride elevation without CF (3)"	AD/AR/AR//AD/
chr7	128036986	128037076	IMPDH1	chr7:128036986-128037076	0.538461538	0.713889	146690	"Leber congenital amaurosis 11, 613837 (3)/ Retinitis pigmentosa 10, 180105 (3)"	/AD
chr7	128040387	128040593	IMPDH1	chr7:128040387-128040593	0.599033816	0.595469	146690	"Leber congenital amaurosis 11, 613837 (3)/ Retinitis pigmentosa 10, 180105 (3)"	/AD
chr7	128040871	128040945	IMPDH1	chr7:128040871-128040945	0.546666667	0.646396	146690	"Leber congenital amaurosis 11, 613837 (3)/ Retinitis pigmentosa 10, 180105 (3)"	/AD
chr7	128498062	128498271	FLNC	chr7:128498062-128498271	0.619047619	0.583732	102565	"Cardiomyopathy, familial hypertrophic, 26 (3)/ Cardiomyopathy, familial restrictive 5, 617047 (3)/ Myopathy, distal, 4, 614065 (3)/ Myopathy, myofibrillar, 5, 609524 (3)"	/AD/AD/AD
chr7	128498390	128498577	FLNC	chr7:128498390-128498577	0.553191489	0.721925	102565	"Cardiomyopathy, familial hypertrophic, 26 (3)/ Cardiomyopathy, familial restrictive 5, 617047 (3)/ Myopathy, distal, 4, 614065 (3)/ Myopathy, myofibrillar, 5, 609524 (3)"	/AD/AD/AD
chr7	140439612	140439746	BRAF	chr7:140439612-140439746	0.42962963	0.738806	164757	"Adenocarcinoma of lung, somatic, 211980 (3)/ Cardiofaciocutaneous syndrome, 115150 (3)/ Colorectal cancer, somatic (3)/ LEOPARD syndrome 3, 613707 (3)/ Melanoma, malignant, somatic (3)/ Nonsmall cell lung cancer, somatic (3)/ Noonan syndrome 7, 613706 (3)"	/AD//AD///AD
chr7	151882643	151882716	MLL3	chr7:151882643-151882716	0.405405405	0.712329	606833	"Kleefstra syndrome 2, 617768 (3)"	AD
chr7	151902191	151902310	MLL3	chr7:151902191-151902310	0.45	0.693277	606833	"Kleefstra syndrome 2, 617768 (3)"	AD
chr7	151904385	151904513	MLL3	chr7:151904385-151904513	0.426356589	0.636719	606833	"Kleefstra syndrome 2, 617768 (3)"	AD
chr7	151917608	151917820	MLL3	chr7:151917608-151917820	0.441314554	0.669025	606833	"Kleefstra syndrome 2, 617768 (3)"	AD
chr7	151919658	151919767	MLL3	chr7:151919658-151919767	0.409090909	0.740826	606833	"Kleefstra syndrome 2, 617768 (3)"	AD
chr7	151921100	151921264	MLL3	chr7:151921100-151921264	0.436363636	0.472053	606833	"Kleefstra syndrome 2, 617768 (3)"	AD
chr7	151921520	151921701	MLL3	chr7:151921520-151921701	0.5	0.430479	606833	"Kleefstra syndrome 2, 617768 (3)"	AD
chr7	151927008	151927112	MLL3	chr7:151927008-151927112	0.438095238	0.362981	606833	"Kleefstra syndrome 2, 617768 (3)"	AD
chr7	151927305	151927406	MLL3	chr7:151927305-151927406	0.352941176	0.659241	606833	"Kleefstra syndrome 2, 617768 (3)"	AD
chr7	151932902	151933018	MLL3	chr7:151932902-151933018	0.598290598	0.553161	606833	"Kleefstra syndrome 2, 617768 (3)"	AD
chr7	151935792	151935911	MLL3	chr7:151935792-151935911	0.516666667	0.708683	606833	"Kleefstra syndrome 2, 617768 (3)"	AD
chr7	151962123	151962294	MLL3	chr7:151962123-151962294	0.48255814	0.660819	606833	"Kleefstra syndrome 2, 617768 (3)"	AD
chr7	151970790	151970952	MLL3	chr7:151970790-151970952	0.45398773	0.716049	606833	"Kleefstra syndrome 2, 617768 (3)"	AD
chr7	157155855	157155964	DNAJB6	chr7:157155855-157155964	0.427272727	0.655963	611332	"Muscular dystrophy, limb-girdle, type 1E, 603511 (3)"	AD
chr7	157159196	157159255	DNAJB6	chr7:157159196-157159255	0.416666667	0.748588	611332	"Muscular dystrophy, limb-girdle, type 1E, 603511 (3)"	AD
chr7	157160067	157160177	DNAJB6	chr7:157160067-157160177	0.405405405	0.577273	611332	"Muscular dystrophy, limb-girdle, type 1E, 603511 (3)"	AD
chr7	157177561	157177702	DNAJB6	chr7:157177561-157177702	0.422535211	0.744681	611332	"Muscular dystrophy, limb-girdle, type 1E, 603511 (3)"	AD
chr7	157178235	157178305	DNAJB6	chr7:157178235-157178305	0.366197183	0.62381	611332	"Muscular dystrophy, limb-girdle, type 1E, 603511 (3)"	AD
chr8	30941215	30941295	WRN	chr8:30941215-30941295	0.333333333	0.58125	604611;604611	"Werner syndrome, 277700 (3);Werner syndrome, 277700 (3)"	AR;AR
chr8	30942682	30942762	WRN	chr8:30942682-30942762	0.333333333	0.58125	604611;604611	"Werner syndrome, 277700 (3);Werner syndrome, 277700 (3)"	AR;AR
chr8	72967671	72967835	TRPA1	chr8:72967671-72967835	0.43030303	0.606707	604775	"?Episodic pain syndrome, familial, 1, 615040 (3)"	AD
